RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07
6181,New York,New York,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449900,457900,464600,466900,468e3,470300,463500,464200,465800,472300,465800,450700,438900,438200,445200,451400,456100,467600,470600,478100,474800,487700,493100,501100,492300,490500,478600,480300,479400,482100,481900,482e3,488300,493600,495900,484500,482800,480300,494700,493100,487300,485400,491600,500900,504500,501400,492e3,488100,490700,502600,513400,516500,524400,520900,524600,519900,522900,528700,532100,537300,540400,535500,559700,566200,572400,548300,540900,538700,533500,529400,533600,541600,543900,542400,536600,540600,540100,546500,544e3,555800,555100,558e3,546500,546e3,552100,565700,572600,574800,569500,567100,556200,552900
12447,Los Angeles,California,2,508700,48e4,459500,449200,432600,419400,403200,397300,386e3,374700,364100,35e4,342800,323600,320500,323100,329700,335600,34e4,347300,349100,354400,367100,369e3,364900,348100,349400,347e3,350300,346800,351400,352300,358400,364500,367800,363800,350700,343200,344400,343600,342100,338500,338e3,334200,332500,333200,339600,336600,335200,332500,336400,341700,349800,357800,371500,375900,385400,400400,415700,42e4,417500,423900,442200,456300,465600,467e3,470100,476e3,481900,484400,489400,491200,501600,501100,509200,504400,508600,510300,507400,507700,505e3,510900,538400,547900,552100,531300,528900,532300,535300,542400,548500,550400,556400,563200,589700,590800,588500,575300,576100,578400,572600,579200,586300,595900,603e3,605600,638200,640600,648500,621900,626300,629700,643e3,641800,644600,647500,663500,672200,687e3,696900,704600,695900,685900,688e3,684800
17426,Chicago,Illinois,3,324300,313100,291700,282100,277400,273700,271600,272300,266200,264e3,254900,256e3,253300,250700,239800,231200,228800,231700,230800,232700,238700,242200,245700,234800,227100,222e3,226700,231200,222800,213500,201600,205500,210800,215200,212300,207800,195800,186700,182e3,194e3,204e3,209e3,206e3,202800,194e3,194600,187500,186100,178400,181300,185800,196e3,201900,207800,211900,208500,209400,203800,209600,202700,200900,201300,216500,233700,243500,247800,247700,251900,251900,251500,250600,258100,258900,257100,254900,259300,258700,259500,261300,266300,268900,268300,271300,267200,266900,267300,271200,272200,269900,267400,264300,261700,256400,257800,262600,267600,267700,267600,269e3,269800,271e3,271200,267100,266800,271900,281500,294300,295400,298900,289700,284e3,276400,270500,268600,266300,267900,271400,275e3,280700,286400,299400,298500,293100,277800,272500
13271,Philadelphia,Pennsylvania,4,113100,113200,113500,110300,108600,112100,114800,115500,113700,110300,108500,102800,103400,11e4,112800,113600,109400,116900,122400,124100,128200,126400,124800,115300,117400,120200,122900,12e4,115600,107e3,104900,99800,109800,105600,109900,105800,109700,112600,111700,111300,106e3,107700,107e3,106700,102700,103800,104500,102100,101400,104300,110100,108200,108e3,110900,110700,106800,106e3,111500,116100,113300,109100,109e3,110400,112900,115200,116300,116500,115100,115500,117500,120600,123e3,129800,127700,126e3,119200,118800,120900,119400,120200,118500,119600,119400,114e3,117e3,118200,122600,123400,124e3,124500,125400,127400,128300,124600,130100,130100,131e3,124300,126800,127900,13e4,129e3,131400,127600,13e4,131500,136300,137900,139900,144200,145100,145900,145100,147600,146500,143700,146500,149800,156700,154700,154900,152400,154600,153e3,
40326,Phoenix,Arizona,5,220900,213e3,206600,198300,187700,177100,167100,154e3,139100,122600,107900,93300,81600,74800,74300,82300,88700,95400,95400,97e3,103400,105e3,105500,102400,102e3,103600,103600,105500,102400,98e3,95e3,93700,89700,84600,83700,83200,82800,80400,80200,82300,83700,86400,89100,91e3,95800,98800,100500,100300,102200,107500,115700,122e3,126300,129900,129500,133700,137200,142800,146200,145100,145500,147600,153600,160100,164e3,165900,165700,164600,163700,164400,165700,166500,167e3,166600,164100,162500,165e3,169200,173900,173700,173500,175100,177600,181200,180400,182300,185700,19e4,189100,188e3,188100,192300,196100,198300,198300,197300,200700,204e3,205900,205100,204200,205900,208500,210600,212500,212400,215100,216300,218200,217400,215700,214700,217400,220200,221700,223100,226e3,230100,236800,239400,238200,235800,233700,237e3,237900
18959,Las Vegas,Nevada,6,245200,239600,235900,23e4,219800,207800,193600,184100,174700,166100,158200,149400,142200,131200,124200,120500,119800,117700,115800,117100,118900,121500,122900,123400,123100,124300,126400,128700,125500,123900,119600,118700,116700,115500,115e3,113800,110800,109e3,108200,108700,107400,104200,102600,102800,104400,105700,106600,106700,108e3,109900,113200,116700,118500,120900,122700,126200,130300,133200,136900,139500,143100,145400,148100,154600,158300,161700,160400,162800,163500,166400,167200,168800,170300,171900,172400,163800,162800,166500,177e3,179800,178900,178900,179100,181900,182400,185300,186100,186800,188900,187700,189500,187800,190600,192300,197400,200700,201e3,199900,198500,200100,199900,200100,200400,203200,207400,207200,209500,208200,213800,214500,219600,225400,229100,229200,229400,231900,235e3,237400,242e3,246600,253300,255700,260900,264e3,
6915,San Antonio,Texas,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163100,162700,161700,163400,164e3,165800,165900,168400,17e4,173400,172300,172e3,170800,171600,172800,172800,178100,176900,177800,173600,173800,177800,178900,18e4,176100,176100,176500,177800,180400,181200,181300,178500,179100,179300,178300,177900,178600,179900,180900,183300,190700,195900,199500,196500,193700,192700,193300,193900,192e3,
54296,San Diego,California,8,419800,408200,398800,380600,371300,356600,348500,334e3,321600,308200,294800,298200,292200,291500,290500,308400,324e3,332e3,340300,347100,346600,350200,341800,345700,345e3,350900,348200,343500,347300,348500,353700,354100,360500,359200,347e3,338500,335200,343300,343800,336900,332600,327600,327300,325800,326800,330100,328600,328700,333100,342100,351400,355e3,363800,366600,370300,370700,380800,389800,397500,401300,407e3,416200,427e3,431e3,432900,429800,435800,434e3,436200,435800,438900,438800,440100,441900,446200,445600,449e3,455200,461200,467600,465800,464500,463e3,472500,482200,484e3,478300,475900,479e3,480700,473600,468600,473100,489500,501700,501300,491e3,494800,498800,505300,502400,504100,506600,515300,520500,522800,527200,536500,541900,535900,530900,537400,546600,551800,552700,553600,566300,574300,577800,572e3,573200,577600,583200,584200,585e3
38128,Dallas,Texas,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248600,249700,245800,248900,248600,251100,247100,250300,248400,263300,271500,272200,263600,255400,259100,255700,256e3,251800,255400,258e3,271700,271300,276300,267100,271500,268400,271200,267900,271100,275800,277400,275300,274200,277500,278800,278400,278900,281200,278100,278100,274800,277900,278800,281900,281800,295e3,300400,302900,288800,287700,
33839,San Jose,California,10,615200,578200,560700,543300,529300,517700,496400,474800,445900,428300,424200,416200,394800,367700,356700,366700,392400,402200,414300,416500,433800,448600,461800,466100,465e3,449300,450600,446400,454e3,452100,456700,454e3,451700,448600,451800,439500,428500,414300,412600,422500,424e3,431100,430600,427500,426200,422600,434800,433200,431900,434e3,438100,450200,463100,490800,507700,515800,521200,526900,545500,549400,555200,560100,576400,592400,599e3,601300,604700,608500,611600,616700,624600,628600,623700,625100,630600,640200,635100,643600,65e4,660500,664800,669100,679e3,668300,674500,677900,697900,705300,710700,717600,725700,730500,733100,738400,741100,745500,747400,752800,759300,760300,764600,761100,761200,767200,778500,785600,801700,809300,817600,810300,810700,817400,828400,837600,856500,885300,922800,970900,1002300,1044300,1060800,1071700,1065200,1054600,1030600
25290,Jacksonville,Florida,11,174e3,167600,152100,144700,140900,139200,136100,133e3,129600,129100,128e3,134100,132200,127500,113300,108300,108100,111200,111100,108800,109700,111400,111300,113100,111900,110400,102200,97700,96300,92300,87400,83900,88800,94100,94800,94500,91100,89900,84300,83800,83300,85700,83800,84800,83700,89600,88100,93200,91600,94900,92e3,89700,89500,90800,93200,92e3,90600,92700,98800,106e3,107100,107100,106600,107300,107200,107800,106900,106700,106700,106900,106800,107100,110600,111200,109100,106500,109100,108200,11e4,110100,113600,115700,116400,117600,115200,114900,115300,119900,123400,125e3,125400,125400,121700,122e3,123e3,138400,139300,141100,134800,136100,133600,132300,133100,136900,135600,136100,138700,159100,165700,166400,148200,143300,139900,142900,142e3,143100,140800,145400,152100,167500,176400,174600,163600,157400,159e3
20330,San Francisco,California,12,792500,784400,782400,779e3,787300,793600,798800,760400,720300,704300,681300,678300,640700,646900,638100,666400,691600,708300,712400,710600,702e3,713700,698700,688600,667100,671700,672200,67e4,683200,700800,710300,695900,691400,686300,670300,647300,637e3,639500,659e3,660700,686200,697400,704800,689500,662400,654700,646500,654e3,649900,665300,677e3,695700,707700,729100,758200,781900,785800,789e3,773600,771700,770300,790400,816400,820100,833200,848400,877300,880600,876600,869400,894900,909300,931400,914100,914e3,929e3,956800,981100,986600,1002e3,1022500,1026100,1023500,1041800,1069600,1111900,1135600,1135600,1129500,1104e3,1110400,1111600,1133700,1150800,1174800,1169400,1155e3,1151700,1151700,1157100,1151900,1158700,1160400,1184400,1181400,1206500,1120200,1133e3,1113800,1180800,1180100,1203100,1215600,1245e3,1262e3,1282800,1290600,1287900,1291100,1288100,1307e3,1318200,1327100,1316400,
10221,Austin,Texas,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259700,262500,263300,269900,273200,274500,281100,285600,285400,283800,281500,292e3,295300,297e3,293500,289800,292300,289700,292e3,293300,300100,305100,309700,308100,306800,304500,312400,314700,316100,315900,319600,319400,318900,319200,325e3,329300,334900,332600,329700,328600,334500,347700,345e3,352300,351400,356100,351800,341700,340600,
18172,Fort Worth,Texas,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161e3,168200,171200,170800,168400,168500,169300,170600,171700,173700,174500,175600,177200,178500,178200,179300,180800,182100,182800,183800,186200,187900,189200,189600,189900,190400,191500,195200,196800,199500,198200,201400,204500,208600,208400,207300,209500,213200,214700
10920,Columbus,Ohio,15,115700,109800,113e3,111900,110900,106400,103100,99400,95e3,91e3,95400,93600,91500,87300,91800,99600,106200,111800,115600,116500,117e3,111800,103800,101200,101100,102800,102300,105700,100200,89900,78200,78300,81e3,88700,89800,84200,76600,75400,76600,80100,81300,89300,88500,86400,83e3,87600,90500,86800,83500,86700,97400,105e3,110200,110300,108300,104300,102100,101900,109900,106600,104e3,95600,100700,107300,112900,117100,114e3,107300,106e3,108e3,115900,116e3,117e3,118700,119600,123e3,122300,123600,121e3,121100,122e3,125600,126100,148400,145600,145400,124400,126300,127100,126200,125400,122200,123200,124e3,128700,131300,133100,134800,134800,134900,135400,137900,140300,140900,147e3,155e3,162100,156200,148500,142700,142500,143100,144300,146600,146700,144800,146500,152700,160100,163700,159500,155200,149100,150400,151100
32811,Memphis,Tennessee,16,73100,71e3,66800,64800,62800,61900,61600,60200,56600,52300,52700,55300,55400,52500,46600,47900,48800,55700,60200,62300,64300,63700,63300,59300,55400,57700,58400,60300,55300,53200,50900,50700,55400,59400,63600,64500,61900,56300,49700,48500,49400,50500,55100,57800,57300,57500,57300,59900,56300,55600,54e3,53e3,53300,55200,58300,62e3,62500,65600,68100,70700,70400,67500,65100,66600,70400,72100,72e3,71700,71700,72200,72400,77500,81800,80900,8e4,76500,85300,84700,86200,86700,88500,91800,85600,86700,86100,88e3,85800,85900,84100,88200,89100,89600,87200,85400,86100,85900,85e3,88100,90500,95e3,94e3,94100,91600,91900,94300,94900,95500,94400,95200,96200,98700,98500,97300,97800,101400,103e3,106500,106300,110400,107500,104300,100500,101800,105100,104800
17933,El Paso,Texas,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124200,119400,119700,127200,131100,134800,134900,135300,135e3,131600,131900,131800,128600,129300,129500,132e3,132200,130700,130400,130500,129700,130200,128800,129900,128700,128300,131200,129800,130100,128700,129500,129100,127300,127400,128600,128e3,128500,128800,129300,129700,128900,128800,128500,127400,127100,131300,132100,132500,129500,127600,127300,127700,130200,136300,137200,139400,136e3,138800,140700,140800,138e3,134500,134100,137500,140500,145600,145200,143100,140100,140600,144200,145700,142400,138800,137100
44269,Boston,Massachusetts,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402100,408e3,402200,393100,397900,396400,402700,399700,410400,418400,419200,420700,421100,422200,422800,424800,438200,442900,441e3,433100,431500,443500,443700,449700,447900,450600,443400,438400,443500,446200,456400,460700,482800,486400,482700,483e3,482500,491600,491200,497900,503400,502800,506600,504500,511800,509800,517500,515100,537100,543400,549800,539300,536400,525400,528800,546200,564500,564700,562200,564100,570400,567100,563600,562300,582400,583200,599200,579600,615200,601200,621e3,607700,627900,
16037,Seattle,Washington,19,412e3,410200,411300,41e4,404200,400100,399200,400600,394500,398100,398300,394400,376400,359300,355700,357e3,362500,366300,371200,376700,372300,376600,381700,387200,383600,375800,375700,371600,378900,388200,400600,391700,382e3,377700,387100,39e4,382200,372600,363700,358700,363e3,367100,375700,366900,360400,355400,359900,364200,369100,379100,386600,386300,382900,384200,388800,390400,393800,400800,399700,403100,405e3,408100,409500,405200,412500,414100,421200,421e3,423500,423500,427200,426900,420400,414700,416100,424900,432400,432e3,436500,44e4,438900,439500,438200,444e3,442900,452400,457800,468100,465700,479100,477800,482e3,482500,501400,512400,513400,509900,514700,522800,529900,524700,527400,53e4,544500,553200,558100,567200,578900,592600,600900,604900,612e3,629400,643700,652200,650900,651600,660300,678600,702800,712200,717200,716200,710100,706300
3523,Baltimore,Maryland,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104700,107400,114700,115e3,118900,124100,124500,109200,98600,95800,103600,110700,115600,118500,115300,110900,108700,106200,106300,110300,119200,119e3,121800,115400,120200,119600,124400,126800,131200,135600,136900,130400,127600,13e4,135900,136600,130500,126500,121400,124e3,124500,135e3,136400,130200,116500,120400,128800,131400,123300,
11093,Denver,Colorado,21,191500,187e3,179200,170700,168e3,170900,170200,168700,160700,154500,145800,145e3,147400,156600,163900,174500,178900,185800,189e3,196700,200500,2e5,197600,204100,202e3,196800,189100,191400,201100,201400,205800,208300,209300,211600,206100,21e4,202600,202700,199800,204400,204500,205400,206100,21e4,211700,213300,213900,21e4,209500,206700,215300,225500,237e3,242800,246600,248200,253900,253400,251700,247400,246800,252600,256100,258200,258100,260500,267600,273e3,270100,261100,257500,258100,261100,257700,262700,264700,268700,267900,270500,273400,276900,282100,287200,295600,301300,304800,304600,303600,303e3,303500,306800,312500,318500,321100,330700,331700,334300,329300,330100,332600,339700,345e3,349200,349800,353e3,362500,364300,367600,361100,364200,362500,367800,367e3,376900,382900,395500,396100,399800,404600,415100,413e3,409800,406500,409500,407600
41568,Washington,District of Columbia,22,392500,393e3,393800,394e3,399600,392e3,392700,376300,376900,367300,370100,364100,362800,363500,364100,370600,365900,362100,359800,352600,355e3,346300,361200,352300,344600,337600,347800,351e3,350500,364700,383800,384600,387500,394600,412200,394100,376700,359600,358900,371400,365300,370500,369300,376400,373500,372900,374e3,372700,360900,361e3,376e3,388400,397700,400800,409600,414100,417700,429600,438e3,449100,437500,439900,433700,440100,441800,444200,455900,451800,455400,449e3,450900,451100,454200,460600,468200,473600,479600,476600,472600,472600,477300,476200,483400,478900,489e3,489600,497200,501400,494e3,495800,492400,496500,496400,5e5,497700,505400,501700,506300,508e3,507700,512300,513900,520800,529400,527100,531600,537200,536500,541200,528800,526400,521800,528600,523100,520600,515e3,513600,516e3,512400,518200,511600,520400,528300,530200,530400
6118,Nashville,Tennessee,23,148e3,146200,145300,147e3,146800,147200,142600,142900,139800,143200,142100,144200,141200,141300,140300,141200,143300,143e3,141700,140600,139200,140900,141400,141400,142800,140900,141300,138900,136900,138400,137700,140100,137600,141e3,142500,139700,134200,131700,133800,136600,138100,144700,140600,137600,132500,138600,138600,139300,136100,136500,139e3,142600,145100,147e3,147e3,147800,145600,151800,149800,149300,144400,150300,154900,157400,162e3,163700,164900,163800,166400,167400,168400,172300,172900,178400,175300,176700,172e3,172500,172800,172100,173500,179300,180600,183900,183200,186300,186300,185900,185e3,187e3,188400,192700,193900,194500,196800,198700,200500,205e3,207700,211700,213600,215200,217200,219400,219500,224500,226300,229e3,228300,229200,232600,232200,233200,234300,240800,242300,243500,244400,247100,252900,256800,262400,260500,260200,258600
5976,Milwaukee,Wisconsin,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100400,1e5,103700,106600,111300,112600,113700,113800,109800,107200,106700,115e3,116900,12e4,121500,124300,125e3,123100,122500,121700,115200,117300,122800,135300,134500,134100,138600,139600,139500,127600,126900,125200
7481,Tucson,Arizona,25,196500,196e3,195600,186e3,180300,175100,175600,172200,169e3,166e3,161500,160900,155400,154500,151500,15e4,149800,149100,153900,151500,152500,147e3,149700,145900,148500,147600,147900,141400,137800,136300,139500,135800,132700,127700,127300,125800,124e3,122600,120700,117500,113500,112200,112800,111900,114300,115200,120600,119300,121400,123400,126200,128e3,126500,132400,136300,137800,136400,145300,150600,150900,143200,143300,145500,148500,148600,149900,148200,147800,149100,150700,151400,15e4,153900,154600,154800,151300,152e3,151900,153600,153100,153700,149300,149300,149200,155400,156e3,156800,153700,154500,154700,156800,159300,160900,162700,162500,164100,165e3,166400,167600,169100,169500,171300,171300,170300,169800,169400,173500,175400,177600,177400,179e3,179200,177700,175500,182e3,181200,185300,181300,186500,188900,191200,196200,195900,194300,189100
13373,Portland,Oregon,26,293400,282200,280100,280300,285100,286900,280900,280700,271800,273700,270600,275400,267500,260700,251700,25e4,247600,249300,249800,253900,251400,258400,257400,263300,257500,257200,249800,250800,250600,261e3,262300,260800,254600,257800,261500,256700,247800,235700,234400,233900,242900,244e3,247e3,244200,249200,241700,246900,245700,251900,245300,247800,256300,261800,264800,264500,268900,269300,266100,268100,267500,273700,275400,277600,280700,285500,290100,293200,296400,300500,300100,294700,296400,296100,303100,298800,301400,298e3,303e3,306200,309600,312800,310800,314200,318300,323500,324900,322800,324300,329800,329100,327600,324100,326300,338e3,345e3,349800,348100,350600,36e4,365800,367e3,368400,369400,375600,374800,377400,382e3,385e3,388400,386200,392300,390300,392900,388300,393200,396600,399900,398e3,403e3,418100,429500,428300,416700,414800,411300
40152,Omaha,Nebraska,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131300,129100,128600,130600,136500,135500,134200,131100,130400,128700,128500,129300,129700,129400,130300,133300,134e3,135100,135400,137300,136100,133700,132100,133200,137900,137e3,135900,134e3,135e3,135800,134200,134100,133200,133900,136500,137700,138600,136900,137600,136700,136900,136700,137700,139800,138200,138400,136700,139400,139500,137600,138300,139e3,142e3,141800,141900,142500,143300,144400,145500,145800,146200,146600,147400,149700,151200,152900,153100,153600,151500,151500,147e3,149900,150200,153e3,152900,153100,159500,160200,160500,160500,161700,162600,159300,160700,163200,164400,167200,168300,172200,17e4,170200,172100,172500,170200,172400
23429,Albuquerque,New Mexico,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174600,174800,176500,176800,176800,176700,176700,178400,178300,178400,177e3,176e3,175600,176e3,179100,181600,182100,182300,181600,182500,178800,180800,180400,184900,184500,186800,185500,184400,183500,183300,185100,184900,181e3,178300,179e3,184300,187800,187600,187e3,186600,191400,192700,193300,188800,190200,190700,192100,193500,193500,191600,188800,189e3,195400,196600,198e3,192200,195e3,193600,195300,195600,197800,198500,
18203,Fresno,California,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121100,122500,124200,124700,122700,124300,121200,125700,124100,130500,130300,130600,134700,135800,139e3,138300,143800,148e3,148300,152100,152700,157200,158100,160400,163100,162200,168e3,170800,171600,171800,174600,177700,179200,174600,174700,170400,176200,177600,179400,176900,188200,196500,201e3,192500,188400,189200,191400,196e3,194600,194600,191300,194400,195500,194900,195600,197e3,201300,203600,204300,206400,206900,212900,214300,216e3,218400,218100,217600,212900,214400,220400,224700,227100,233100,235e3,246700,240100,241200,241600,247e3,248800,246300,251900,251400
20288,Sacramento,California,30,206600,187700,171100,163800,157800,150600,142500,136100,129900,127e3,123300,119900,118e3,113900,115100,116700,122100,125700,126200,128e3,130500,135500,137400,140600,137400,137800,136200,137100,135300,131600,129e3,128800,128700,13e4,128100,124100,118400,117600,116600,116700,114400,114400,113900,112600,117400,120300,122800,123200,122200,122e3,120900,123700,128e3,130100,134200,137900,141800,146700,152400,158800,161e3,161200,166200,17e4,177e3,179200,182300,182200,187700,196200,198900,197700,195700,200900,202900,204800,203700,205700,208700,210500,211200,208900,209700,219300,222400,227600,224500,227800,227200,228100,228900,233600,232300,238700,240400,249300,253700,253e3,250800,248300,253600,255400,256900,259200,263500,264700,267400,266500,268200,268e3,268500,269e3,272500,275e3,276600,277400,276800,286100,299100,310700,314100,307e3,305300,303600,308500
19331,Mesa,Arizona,31,203700,201500,195700,188600,177600,170400,166100,163100,154600,146700,140300,135800,130500,128500,128300,125500,119600,117e3,12e4,126200,127800,129300,127500,128800,128100,131300,128800,127400,120600,118800,117200,118200,114500,112200,106200,107200,107600,109e3,106700,102100,100600,98100,100600,104900,110200,112100,112900,116e3,122900,128300,132600,134700,139500,148800,149500,149300,145300,148600,150500,153800,157800,160900,163800,167800,169300,17e4,168e3,169100,170400,171500,173100,173e3,173500,172600,172700,172600,172e3,172500,174e3,174800,174500,175100,175400,178400,178700,181700,183200,186700,184800,186100,187200,192500,196100,197900,199900,199900,200600,200500,200600,200900,202900,208800,210700,212400,209700,211400,213800,220900,224700,231500,229500,231700,227200,23e4,232600,236300,236600,238400,240100,243100,239700,241500,238700,24e4,240600
46298,Long Beach,California,32,444600,439600,434e3,414900,389600,371300,351600,337700,327900,316600,3e5,290600,290900,298800,289e3,295800,306500,323300,325800,312100,316800,310100,326300,306e3,310500,301100,312900,308e3,304e3,303100,299300,315500,321500,325700,310500,311200,312600,317200,314700,311300,300800,287200,285200,278400,286800,283600,282900,274900,285100,291300,299600,293e3,304400,305500,326500,324900,347e3,345700,358900,351300,347900,351900,362200,376300,378100,386200,387900,400200,399900,409800,411e3,408900,403600,405900,406100,401400,395300,394300,405700,411400,416200,409800,411300,414200,422400,425600,432800,442800,451500,455900,446300,441e3,443600,459600,464500,475800,481400,481500,477900,463800,470700,465100,476800,473600,499100,492800,495e3,477e3,485800,489100,480600,485e3,499200,508700,508600,497100,514200,509500,533500,544700,554300,526100,507800,508300,525e3
41515,Virginia Beach,Virginia,33,238200,237200,238400,239200,238100,239400,239600,235200,231300,225800,227e3,226600,229300,230300,231900,229800,229200,228200,231500,230500,226800,224600,229700,231600,231e3,225900,227500,228600,229200,231500,233e3,232700,229800,226600,223e3,220300,215e3,212800,209e3,206200,204800,208200,214500,217400,215900,213e3,210400,210600,212100,213800,218300,22e4,222e3,220400,225300,228600,227800,22e4,219400,218700,221e3,220300,220100,227200,228800,232400,225800,225500,223200,225700,224400,221700,223200,223900,228600,226400,225600,225100,226700,228200,229200,227100,227600,229500,232200,232500,232300,233200,235500,233600,238800,235700,237700,235800,240200,240400,238600,239100,240100,240200,238700,239500,241400,243800,244900,244200,243e3,243900,245200,246600,246400,248600,249300,247600,245300,243900,244700,240800,246500,247500,254500,251100,255600,254300,253700
4172,Colorado Springs,Colorado,34,193e3,191500,189200,187900,192600,191900,190700,185e3,185300,181200,176600,171600,172e3,170900,170700,171700,176700,186e3,187800,187800,183900,185700,179200,174500,172100,172300,172700,171300,178600,183200,186800,185300,185e3,183500,178900,179600,175e3,172700,165700,163300,169200,171e3,172600,171500,170800,171600,165900,166700,169100,176800,179700,180800,185e3,184300,182700,180800,188400,189100,187100,184100,190100,195500,194500,195300,196200,198200,198300,196500,197900,196500,198100,193100,193900,192400,196e3,198100,201200,202600,202800,203e3,203300,204900,208e3,210400,209700,210700,214e3,216400,215300,211900,211700,213800,217100,219700,220200,225800,227900,229e3,225900,225300,226300,228600,231500,235200,235200,236800,235500,238e3,242900,246800,249300,247100,247600,247600,248800,254400,260900,265400,264600,267200,275800,283400,285700,282400,278800
37211,Atlanta,Georgia,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196700,197300,197800,197700,204e3,202600,208700,209400,215200,211800,211400,211400,215400,218700,219500,217400,213400,212e3,219300,224100,222e3,220200,221700,231e3,227500,227400,222100,227100,
13072,Oakland,California,36,474100,445500,392600,363700,351600,321900,289500,260600,243400,223900,203400,185900,163200,152e3,153500,166100,177100,179200,187900,207300,235800,246e3,249200,232300,241200,241600,271200,27e4,272300,252e3,244500,236900,239700,239400,239e3,240700,245800,233900,240700,225700,229800,214300,215300,223100,225300,237600,246900,241600,235300,225600,239100,250500,264500,274300,275e3,298500,312900,356200,369600,363400,347100,348600,371100,386500,399600,407200,414300,418600,417300,420400,406600,414100,413900,422900,428e3,432200,439500,443700,453600,456400,462300,461500,469e3,470700,494300,518200,533900,514700,505900,515e3,529200,535e3,534500,549600,564e3,570100,563400,553400,563900,590600,593200,583400,557e3,566400,598300,608200,626e3,628600,652800,657500,636500,639500,622800,622900,608200,622600,639400,665400,695500,704500,710300,691900,705900,706500,
20859,Tulsa,Oklahoma,37,105100,106900,101e3,108800,108400,110500,103200,103500,100200,94500,92e3,98300,104700,107400,104e3,110800,111e3,111200,102800,101700,101600,100400,101200,106200,107e3,11e4,104500,113700,108900,112500,107400,109e3,111400,105900,109900,108400,109200,104800,100200,101e3,102500,107400,110300,112900,111800,115100,109900,107600,106200,109700,11e4,110100,110700,114400,115e3,114500,121100,120700,124600,120300,119900,122100,120200,121100,121e3,119300,120800,116300,116900,110400,107300,106200,110400,113900,116600,116700,118300,120900,119800,121900,119900,121800,122700,125e3,126900,124600,120100,119300,119500,122e3,120800,122800,125e3,127900,125900,124900,123900,127100,128100,141100,139400,139400,129500,130100,130100,131800,137e3,140300,139700,135500,137600,149400,150900,149100,135200,134900,132100,132300,129100,133900,136800,141100,138500,139800,
